"towntype","saledate","tot_items","perc_cartridge_oil","perc_hash_kief","perc_wax_shatter_resin","perc_uncategorized"
"Airway Heights",2015-06-24,6,0,0,0.166666666666667,0.833333333333333
"Airway Heights",2015-06-25,18,0.0555555555555556,0.111111111111111,0.0555555555555556,0.777777777777778
"Airway Heights",2015-06-26,16,0.0625,0,0.1875,0.75
"Airway Heights",2015-06-27,25,0.16,0.12,0.04,0.68
"Airway Heights",2015-06-28,17,0.117647058823529,0,0.470588235294118,0.411764705882353
"Airway Heights",2015-06-29,8,0.125,0.125,0.25,0.5
"Airway Heights",2015-06-30,4,0.25,0,0.5,0.25
"Airway Heights",2015-07-01,20,0.3,0,0.15,0.55
"Airway Heights",2015-07-02,21,0.238095238095238,0,0,0.761904761904762
"Airway Heights",2015-07-03,26,0.269230769230769,0,0.0769230769230769,0.653846153846154
"Airway Heights",2015-07-04,26,0.269230769230769,0,0,0.730769230769231
"Airway Heights",2015-07-05,14,0.142857142857143,0,0.0714285714285714,0.785714285714286
"Airway Heights",2015-07-06,10,0,0,0,1
"Airway Heights",2015-07-07,23,0.173913043478261,0,0.0434782608695652,0.782608695652174
"Airway Heights",2015-07-08,13,0.230769230769231,0,0.0769230769230769,0.692307692307692
"Airway Heights",2015-07-09,9,0.333333333333333,0,0.333333333333333,0.333333333333333
"Airway Heights",2015-07-10,26,0.153846153846154,0,0.0769230769230769,0.769230769230769
"Airway Heights",2015-07-11,34,0.0882352941176471,0,0.0588235294117647,0.852941176470588
"Airway Heights",2015-07-12,17,0.0588235294117647,0,0,0.941176470588235
"Airway Heights",2015-07-13,7,0,0,0.142857142857143,0.857142857142857
"Airway Heights",2015-07-14,23,0.217391304347826,0,0.173913043478261,0.608695652173913
"Airway Heights",2015-07-15,20,0.25,0,0.1,0.65
"Airway Heights",2015-07-16,19,0.210526315789474,0,0.263157894736842,0.526315789473684
"Airway Heights",2015-07-17,11,0.0909090909090909,0.0909090909090909,0.363636363636364,0.454545454545455
"Airway Heights",2015-07-18,21,0.238095238095238,0.0952380952380952,0.142857142857143,0.523809523809524
"Airway Heights",2015-07-19,16,0.1875,0,0.4375,0.375
"Airway Heights",2015-07-20,8,0.625,0,0.125,0.25
"Airway Heights",2015-07-21,16,0,0,0.375,0.625
"Airway Heights",2015-07-22,11,0.181818181818182,0.0909090909090909,0.181818181818182,0.545454545454545
"Airway Heights",2015-07-23,17,0.176470588235294,0.0588235294117647,0.529411764705882,0.235294117647059
"Airway Heights",2015-07-24,18,0.111111111111111,0.0555555555555556,0.388888888888889,0.444444444444444
"Airway Heights",2015-07-25,25,0.12,0.04,0.12,0.72
"Airway Heights",2015-07-26,16,0.0625,0.0625,0.25,0.625
"Airway Heights",2015-07-27,10,0.1,0,0.5,0.4
"Airway Heights",2015-07-28,10,0.2,0,0.3,0.5
"Airway Heights",2015-07-29,10,0.4,0,0.1,0.5
"Airway Heights",2015-07-30,14,0.357142857142857,0,0.285714285714286,0.357142857142857
"Airway Heights",2015-07-31,22,0.227272727272727,0,0.318181818181818,0.454545454545455
"Airway Heights",2015-08-01,29,0.103448275862069,0.0344827586206897,0.482758620689655,0.379310344827586
"Airway Heights",2015-08-02,26,0.230769230769231,0.0384615384615385,0.346153846153846,0.384615384615385
"Airway Heights",2015-08-03,17,0.176470588235294,0.117647058823529,0.294117647058824,0.411764705882353
"Airway Heights",2015-08-04,18,0.0555555555555556,0.0555555555555556,0.277777777777778,0.611111111111111
"Airway Heights",2015-08-05,23,0.304347826086957,0,0.304347826086957,0.391304347826087
"Airway Heights",2015-08-06,19,0.315789473684211,0.0526315789473684,0.263157894736842,0.368421052631579
"Airway Heights",2015-08-07,27,0.444444444444444,0.0740740740740741,0.185185185185185,0.296296296296296
"Airway Heights",2015-08-08,38,0.473684210526316,0,0,0.526315789473684
"Airway Heights",2015-08-09,32,0.4375,0.03125,0.0625,0.46875
"Airway Heights",2015-08-10,11,0.272727272727273,0,0,0.727272727272727
"Airway Heights",2015-08-11,17,0.117647058823529,0,0,0.882352941176471
"Airway Heights",2015-08-12,26,0.192307692307692,0,0,0.807692307692308
"Airway Heights",2015-08-13,19,0.263157894736842,0,0,0.736842105263158
"Airway Heights",2015-08-14,21,0.238095238095238,0.0476190476190476,0.0476190476190476,0.666666666666667
"Airway Heights",2015-08-15,34,0.323529411764706,0.0588235294117647,0.0588235294117647,0.558823529411765
"Airway Heights",2015-08-16,24,0.208333333333333,0,0.125,0.666666666666667
"Airway Heights",2015-08-17,13,0.153846153846154,0,0,0.846153846153846
"Airway Heights",2015-08-18,22,0.318181818181818,0.0454545454545455,0,0.636363636363636
"Airway Heights",2015-08-19,18,0.277777777777778,0,0.111111111111111,0.611111111111111
"Airway Heights",2015-08-20,13,0,0,0.230769230769231,0.769230769230769
"Airway Heights",2015-08-21,29,0.0689655172413793,0,0,0.931034482758621
"Airway Heights",2015-08-22,28,0.0357142857142857,0,0.0714285714285714,0.892857142857143
"Airway Heights",2015-08-23,23,0.0434782608695652,0,0,0.956521739130435
"Airway Heights",2015-08-24,19,0.105263157894737,0,0.0526315789473684,0.842105263157895
"Airway Heights",2015-08-25,23,0.173913043478261,0,0.0434782608695652,0.782608695652174
"Airway Heights",2015-08-26,33,0.333333333333333,0,0.0303030303030303,0.636363636363636
"Airway Heights",2015-08-27,19,0.105263157894737,0,0.0526315789473684,0.842105263157895
"Airway Heights",2015-08-28,23,0.130434782608696,0,0.0869565217391304,0.782608695652174
"Airway Heights",2015-08-29,43,0.209302325581395,0,0.348837209302326,0.441860465116279
"Airway Heights",2015-08-30,29,0.172413793103448,0,0.448275862068966,0.379310344827586
"Airway Heights",2015-08-31,16,0.3125,0,0.3125,0.375
"Airway Heights",2015-09-01,45,0.244444444444444,0,0.355555555555556,0.4
"Airway Heights",2015-09-02,8,0,0,0.25,0.75
"Airway Heights",2015-09-03,27,0.185185185185185,0,0.333333333333333,0.481481481481481
"Airway Heights",2015-09-04,38,0.210526315789474,0,0.236842105263158,0.552631578947368
"Airway Heights",2015-09-05,53,0.30188679245283,0,0.339622641509434,0.358490566037736
"Airway Heights",2015-09-06,39,0.0512820512820513,0,0.564102564102564,0.384615384615385
"Airway Heights",2015-09-07,24,0.25,0,0.458333333333333,0.291666666666667
"Airway Heights",2015-09-08,26,0.153846153846154,0,0.538461538461538,0.307692307692308
"Airway Heights",2015-09-09,28,0.214285714285714,0,0.535714285714286,0.25
"Airway Heights",2015-09-10,29,0.137931034482759,0,0.379310344827586,0.482758620689655
"Airway Heights",2015-09-11,32,0.28125,0,0.375,0.34375
"Airway Heights",2015-09-12,43,0.116279069767442,0,0.372093023255814,0.511627906976744
"Airway Heights",2015-09-13,16,0.0625,0,0.375,0.5625
"Airway Heights",2015-09-14,14,0.214285714285714,0,0.428571428571429,0.357142857142857
"Airway Heights",2015-09-15,27,0.222222222222222,0,0.259259259259259,0.518518518518518
"Airway Heights",2015-09-16,27,0.407407407407407,0,0.111111111111111,0.481481481481481
"Airway Heights",2015-09-17,20,0.2,0,0.25,0.55
"Airway Heights",2015-09-18,30,0.233333333333333,0,0.333333333333333,0.433333333333333
"Airway Heights",2015-09-19,46,0.347826086956522,0.0652173913043478,0.326086956521739,0.260869565217391
"Airway Heights",2015-09-20,25,0.28,0.04,0.48,0.2
"Airway Heights",2015-09-21,21,0.285714285714286,0.0476190476190476,0.571428571428571,0.0952380952380952
"Airway Heights",2015-09-22,38,0.157894736842105,0.0526315789473684,0.578947368421053,0.210526315789474
"Airway Heights",2015-09-23,27,0.37037037037037,0.037037037037037,0.37037037037037,0.222222222222222
"Airway Heights",2015-09-24,27,0.333333333333333,0.0740740740740741,0.481481481481481,0.111111111111111
"Airway Heights",2015-09-25,26,0.115384615384615,0.0384615384615385,0.615384615384615,0.230769230769231
"Airway Heights",2015-09-26,49,0.122448979591837,0.102040816326531,0.448979591836735,0.326530612244898
"Airway Heights",2015-09-27,36,0.138888888888889,0.0833333333333333,0.388888888888889,0.388888888888889
"Airway Heights",2015-09-28,10,0.3,0.2,0.4,0.1
"Airway Heights",2015-09-29,32,0.15625,0.125,0.53125,0.1875
"Airway Heights",2015-09-30,16,0.3125,0,0.4375,0.25
"Airway Heights",2015-10-01,60,0.2,0.0166666666666667,0.483333333333333,0.3
"Airway Heights",2015-10-02,45,0.288888888888889,0.0666666666666667,0.422222222222222,0.222222222222222
"Airway Heights",2015-10-03,48,0.125,0.0416666666666667,0.5,0.333333333333333
"Airway Heights",2015-10-04,39,0.128205128205128,0.0256410256410256,0.666666666666667,0.179487179487179
"Airway Heights",2015-10-05,14,0.142857142857143,0,0.642857142857143,0.214285714285714
"Airway Heights",2015-10-06,38,0,0,0.684210526315789,0.315789473684211
"Airway Heights",2015-10-07,28,0.107142857142857,0,0.75,0.142857142857143
"Airway Heights",2015-10-08,32,0.0625,0,0.6875,0.25
"Airway Heights",2015-10-09,40,0.25,0.05,0.3,0.4
"Airway Heights",2015-10-10,52,0.173076923076923,0,0.5,0.326923076923077
"Airway Heights",2015-10-11,52,0.192307692307692,0.0192307692307692,0.615384615384615,0.173076923076923
"Airway Heights",2015-10-12,20,0.1,0,0.8,0.1
"Airway Heights",2015-10-13,16,0.25,0,0.5625,0.1875
"Airway Heights",2015-10-14,30,0.1,0.166666666666667,0.5,0.233333333333333
"Airway Heights",2015-10-15,20,0.2,0.05,0.5,0.25
"Airway Heights",2015-10-16,38,0.131578947368421,0.105263157894737,0.552631578947368,0.210526315789474
"Airway Heights",2015-10-17,49,0.102040816326531,0,0.530612244897959,0.36734693877551
"Airway Heights",2015-10-18,28,0.142857142857143,0.107142857142857,0.5,0.25
"Airway Heights",2015-10-19,17,0.176470588235294,0,0.705882352941177,0.117647058823529
"Airway Heights",2015-10-20,23,0.173913043478261,0,0.608695652173913,0.217391304347826
"Airway Heights",2015-10-21,35,0.2,0.0285714285714286,0.342857142857143,0.428571428571429
"Airway Heights",2015-10-22,26,0.0769230769230769,0,0.423076923076923,0.5
"Airway Heights",2015-10-23,24,0.166666666666667,0.0416666666666667,0.5,0.291666666666667
"Airway Heights",2015-10-24,65,0.169230769230769,0.0153846153846154,0.430769230769231,0.384615384615385
"Airway Heights",2015-10-25,28,0.25,0.0357142857142857,0.321428571428571,0.392857142857143
"Airway Heights",2015-10-26,26,0.115384615384615,0,0.538461538461538,0.346153846153846
"Airway Heights",2015-10-27,34,0.147058823529412,0,0.5,0.352941176470588
"Airway Heights",2015-10-28,24,0.333333333333333,0.0833333333333333,0.25,0.333333333333333
"Airway Heights",2015-10-29,29,0.241379310344828,0.0689655172413793,0.551724137931034,0.137931034482759
"Airway Heights",2015-10-30,64,0.0625,0.203125,0.5,0.234375
"Airway Heights",2015-10-31,68,0.220588235294118,0.102941176470588,0.441176470588235,0.235294117647059
"Airway Heights",2015-11-01,31,0.0645161290322581,0.0645161290322581,0.67741935483871,0.193548387096774
"Airway Heights",2015-11-02,17,0.352941176470588,0,0.411764705882353,0.235294117647059
"Airway Heights",2015-11-03,47,0.170212765957447,0.127659574468085,0.382978723404255,0.319148936170213
"Airway Heights",2015-11-04,28,0.142857142857143,0,0.464285714285714,0.392857142857143
"Airway Heights",2015-11-05,31,0.225806451612903,0,0.483870967741935,0.290322580645161
"Airway Heights",2015-11-06,41,0.268292682926829,0,0.292682926829268,0.439024390243902
"Airway Heights",2015-11-07,39,0.0512820512820513,0.0256410256410256,0.435897435897436,0.487179487179487
"Airway Heights",2015-11-08,31,0.0645161290322581,0.032258064516129,0.32258064516129,0.580645161290323
"Airway Heights",2015-11-09,12,0.25,0,0.333333333333333,0.416666666666667
"Airway Heights",2015-11-10,36,0.111111111111111,0.0833333333333333,0.416666666666667,0.388888888888889
"Airway Heights",2015-11-11,29,0.103448275862069,0.0689655172413793,0.448275862068966,0.379310344827586
"Airway Heights",2015-11-12,23,0.217391304347826,0,0.434782608695652,0.347826086956522
"Airway Heights",2015-11-13,24,0.291666666666667,0,0.375,0.333333333333333
"Airway Heights",2015-11-14,37,0.297297297297297,0.0540540540540541,0.378378378378378,0.27027027027027
"Airway Heights",2015-11-15,32,0.3125,0.0625,0.375,0.25
"Airway Heights",2015-11-16,14,0.142857142857143,0,0.285714285714286,0.571428571428571
"Airway Heights",2015-11-17,23,0.130434782608696,0,0.434782608695652,0.434782608695652
"Airway Heights",2015-11-18,4,0.25,0,0.5,0.25
"Airway Heights",2015-11-19,18,0.277777777777778,0.0555555555555556,0.333333333333333,0.333333333333333
"Airway Heights",2015-11-20,28,0.107142857142857,0,0.392857142857143,0.5
"Airway Heights",2015-11-21,55,0.218181818181818,0.0363636363636364,0.490909090909091,0.254545454545455
"Airway Heights",2015-11-22,28,0.178571428571429,0,0.464285714285714,0.357142857142857
"Airway Heights",2015-11-23,16,0.5,0,0.25,0.25
"Airway Heights",2015-11-24,41,0.414634146341463,0.0487804878048781,0.439024390243902,0.0975609756097561
"Airway Heights",2015-11-25,40,0.425,0.075,0.3,0.2
"Airway Heights",2015-11-26,36,0.111111111111111,0.0277777777777778,0.388888888888889,0.472222222222222
"Airway Heights",2015-11-27,71,0.0563380281690141,0.028169014084507,0.830985915492958,0.0845070422535211
"Airway Heights",2015-11-28,56,0.0357142857142857,0.0178571428571429,0.821428571428571,0.125
"Airway Heights",2015-11-29,34,0.176470588235294,0,0.647058823529412,0.176470588235294
"Airway Heights",2015-11-30,18,0.111111111111111,0.111111111111111,0.666666666666667,0.111111111111111
"Airway Heights",2015-12-01,55,0.127272727272727,0.0909090909090909,0.672727272727273,0.109090909090909
"Airway Heights",2015-12-02,47,0.0425531914893617,0.148936170212766,0.659574468085106,0.148936170212766
"Airway Heights",2015-12-03,34,0.205882352941176,0.117647058823529,0.558823529411765,0.117647058823529
"Airway Heights",2015-12-04,34,0.147058823529412,0.117647058823529,0.5,0.235294117647059
"Airway Heights",2015-12-05,39,0.205128205128205,0.153846153846154,0.538461538461538,0.102564102564103
"Airway Heights",2015-12-06,37,0.189189189189189,0.162162162162162,0.486486486486487,0.162162162162162
"Airway Heights",2015-12-07,25,0.12,0.08,0.64,0.16
"Airway Heights",2015-12-08,37,0.216216216216216,0.0810810810810811,0.513513513513513,0.189189189189189
"Airway Heights",2015-12-09,32,0.46875,0.0625,0.34375,0.125
"Airway Heights",2015-12-10,36,0.0555555555555556,0.0833333333333333,0.5,0.361111111111111
"Airway Heights",2015-12-11,32,0.125,0.15625,0.5625,0.15625
"Airway Heights",2015-12-12,53,0.283018867924528,0.0754716981132075,0.566037735849057,0.0754716981132075
"Airway Heights",2015-12-13,35,0.142857142857143,0,0.714285714285714,0.142857142857143
"Airway Heights",2015-12-14,16,0.25,0.0625,0.5625,0.125
"Airway Heights",2015-12-15,27,0.0740740740740741,0.0740740740740741,0.703703703703704,0.148148148148148
"Airway Heights",2015-12-16,28,0.0714285714285714,0.0714285714285714,0.642857142857143,0.214285714285714
"Airway Heights",2015-12-17,28,0.107142857142857,0.178571428571429,0.607142857142857,0.107142857142857
"Airway Heights",2015-12-18,35,0.228571428571429,0.0571428571428571,0.457142857142857,0.257142857142857
"Airway Heights",2015-12-19,45,0.222222222222222,0.133333333333333,0.622222222222222,0.0222222222222222
"Airway Heights",2015-12-20,44,0.159090909090909,0.0454545454545455,0.613636363636364,0.181818181818182
"Airway Heights",2015-12-21,16,0.0625,0.0625,0.8125,0.0625
"Airway Heights",2015-12-22,35,0.171428571428571,0.142857142857143,0.571428571428571,0.114285714285714
"Airway Heights",2015-12-23,31,0.129032258064516,0.0645161290322581,0.67741935483871,0.129032258064516
"Airway Heights",2015-12-24,39,0.0769230769230769,0,0.794871794871795,0.128205128205128
"Airway Heights",2015-12-25,2,0,0,1,0
"Airway Heights",2015-12-26,45,0.155555555555556,0.0222222222222222,0.822222222222222,0
"Airway Heights",2015-12-27,34,0.264705882352941,0.0294117647058824,0.705882352941177,0
"Airway Heights",2015-12-28,14,0,0,1,0
"Airway Heights",2015-12-29,25,0.12,0.04,0.76,0.08
"Airway Heights",2015-12-30,67,0.17910447761194,0,0.462686567164179,0.358208955223881
"Airway Heights",2015-12-31,55,0.181818181818182,0.0545454545454545,0.763636363636364,0
"Airway Heights",2016-01-01,45,0.0666666666666667,0,0.911111111111111,0.0222222222222222
"Airway Heights",2016-01-02,40,0.225,0,0.775,0
"Airway Heights",2016-01-03,37,0.216216216216216,0.027027027027027,0.756756756756757,0
"Airway Heights",2016-01-04,24,0.166666666666667,0.0416666666666667,0.791666666666667,0
"Airway Heights",2016-01-05,27,0.185185185185185,0,0.814814814814815,0
"Airway Heights",2016-01-06,46,0.173913043478261,0.0217391304347826,0.217391304347826,0.58695652173913
"Airway Heights",2016-01-07,21,0.142857142857143,0,0.476190476190476,0.380952380952381
"Airway Heights",2016-01-08,29,0.310344827586207,0.0689655172413793,0.0344827586206897,0.586206896551724
"Airway Heights",2016-01-09,57,0.157894736842105,0,0.666666666666667,0.175438596491228
"Airway Heights",2016-01-10,35,0.142857142857143,0,0.742857142857143,0.114285714285714
"Airway Heights",2016-01-11,9,0,0.111111111111111,0.666666666666667,0.222222222222222
"Airway Heights",2016-01-12,37,0.324324324324324,0.027027027027027,0.567567567567568,0.0810810810810811
"Airway Heights",2016-01-13,39,0.205128205128205,0.0256410256410256,0.743589743589744,0.0256410256410256
"Airway Heights",2016-01-14,27,0.148148148148148,0.037037037037037,0.666666666666667,0.148148148148148
"Airway Heights",2016-01-15,27,0.222222222222222,0,0.481481481481481,0.296296296296296
"Airway Heights",2016-01-16,45,0.177777777777778,0.0222222222222222,0.688888888888889,0.111111111111111
"Airway Heights",2016-01-17,29,0.0344827586206897,0,0.931034482758621,0.0344827586206897
"Airway Heights",2016-01-18,19,0.105263157894737,0.105263157894737,0.789473684210526,0
"Airway Heights",2016-01-19,47,0.0851063829787234,0.0212765957446809,0.808510638297872,0.0851063829787234
"Airway Heights",2016-01-20,31,0.0645161290322581,0,0.903225806451613,0.032258064516129
"Airway Heights",2016-01-21,19,0.105263157894737,0,0.894736842105263,0
"Airway Heights",2016-01-22,47,0.191489361702128,0.0638297872340425,0.702127659574468,0.0425531914893617
"Airway Heights",2016-01-23,39,0.153846153846154,0,0.769230769230769,0.0769230769230769
"Airway Heights",2016-01-24,34,0.147058823529412,0,0.764705882352941,0.0882352941176471
"Airway Heights",2016-01-25,17,0.117647058823529,0,0.823529411764706,0.0588235294117647
"Airway Heights",2016-01-26,23,0.0869565217391304,0,0.869565217391304,0.0434782608695652
"Airway Heights",2016-01-27,20,0.15,0,0.75,0.1
"Airway Heights",2016-01-28,38,0.184210526315789,0.0526315789473684,0.710526315789474,0.0526315789473684
"Airway Heights",2016-01-29,34,0.0294117647058824,0,0.911764705882353,0.0588235294117647
"Airway Heights",2016-01-30,64,0.125,0.03125,0.828125,0.015625
"Airway Heights",2016-01-31,44,0.0909090909090909,0.0227272727272727,0.818181818181818,0.0681818181818182
"Airway Heights",2016-02-01,42,0.142857142857143,0,0.857142857142857,0
"Airway Heights",2016-02-02,38,0.210526315789474,0.0263157894736842,0.710526315789474,0.0526315789473684
"Airway Heights",2016-02-03,44,0.136363636363636,0.0227272727272727,0.818181818181818,0.0227272727272727
"Airway Heights",2016-02-04,45,0.133333333333333,0.0222222222222222,0.844444444444444,0
"Airway Heights",2016-02-05,41,0.0487804878048781,0,0.804878048780488,0.146341463414634
"Airway Heights",2016-02-06,67,0.238805970149254,0.0298507462686567,0.402985074626866,0.328358208955224
"Airway Heights",2016-02-07,75,0.253333333333333,0.0266666666666667,0.466666666666667,0.253333333333333
"Airway Heights",2016-02-08,13,0.230769230769231,0.0769230769230769,0.230769230769231,0.461538461538462
"Airway Heights",2016-02-09,37,0.162162162162162,0,0.405405405405405,0.432432432432432
"Airway Heights",2016-02-10,43,0.13953488372093,0.0232558139534884,0.558139534883721,0.27906976744186
"Airway Heights",2016-02-11,59,0.203389830508475,0,0.440677966101695,0.355932203389831
"Airway Heights",2016-02-12,65,0.184615384615385,0.0153846153846154,0.4,0.4
"Airway Heights",2016-02-13,69,0.188405797101449,0.0434782608695652,0.333333333333333,0.434782608695652
"Airway Heights",2016-02-14,55,0.181818181818182,0,0.236363636363636,0.581818181818182
"Airway Heights",2016-02-15,39,0.230769230769231,0,0.102564102564103,0.666666666666667
"Airway Heights",2016-02-16,40,0.15,0,0.15,0.7
"Airway Heights",2016-02-17,32,0.3125,0,0.09375,0.59375
"Airway Heights",2016-02-18,45,0.2,0,0.222222222222222,0.577777777777778
"Airway Heights",2016-02-19,55,0.181818181818182,0.0181818181818182,0.472727272727273,0.327272727272727
"Airway Heights",2016-02-20,82,0.195121951219512,0.0365853658536585,0.329268292682927,0.439024390243902
"Airway Heights",2016-02-21,46,0.239130434782609,0.0434782608695652,0.260869565217391,0.456521739130435
"Airway Heights",2016-02-22,33,0.212121212121212,0,0.484848484848485,0.303030303030303
"Airway Heights",2016-02-23,50,0.22,0,0.34,0.44
"Airway Heights",2016-02-24,37,0.135135135135135,0.0540540540540541,0.432432432432432,0.378378378378378
"Airway Heights",2016-02-25,46,0.152173913043478,0.0217391304347826,0.239130434782609,0.58695652173913
"Airway Heights",2016-02-26,57,0.210526315789474,0.0526315789473684,0.350877192982456,0.385964912280702
"Airway Heights",2016-02-27,83,0.228915662650602,0.0481927710843374,0.301204819277108,0.421686746987952
"Airway Heights",2016-02-28,43,0.13953488372093,0.0232558139534884,0.441860465116279,0.395348837209302
"Airway Heights",2016-02-29,28,0.214285714285714,0.0357142857142857,0.321428571428571,0.428571428571429
"Airway Heights",2016-03-01,67,0.149253731343284,0,0.537313432835821,0.313432835820896
"Airway Heights",2016-03-02,56,0.267857142857143,0.0357142857142857,0.482142857142857,0.214285714285714
"Airway Heights",2016-03-03,62,0.225806451612903,0.0161290322580645,0.612903225806452,0.145161290322581
"Airway Heights",2016-03-04,72,0.0833333333333333,0.0277777777777778,0.625,0.263888888888889
"Airway Heights",2016-03-05,84,0.285714285714286,0.0119047619047619,0.488095238095238,0.214285714285714
"Airway Heights",2016-03-06,54,0.259259259259259,0.0185185185185185,0.574074074074074,0.148148148148148
"Airway Heights",2016-03-07,21,0.238095238095238,0.0952380952380952,0.619047619047619,0.0476190476190476
"Airway Heights",2016-03-08,43,0.232558139534884,0.0930232558139535,0.534883720930233,0.13953488372093
"Airway Heights",2016-03-09,58,0.362068965517241,0.0517241379310345,0.413793103448276,0.172413793103448
"Airway Heights",2016-03-10,43,0.27906976744186,0.0232558139534884,0.627906976744186,0.0697674418604651
"Airway Heights",2016-03-11,40,0.275,0.05,0.675,0
"Airway Heights",2016-03-12,88,0.147727272727273,0.0113636363636364,0.840909090909091,0
"Airway Heights",2016-03-13,60,0.25,0.0166666666666667,0.733333333333333,0
"Airway Heights",2016-03-14,33,0.212121212121212,0.0606060606060606,0.727272727272727,0
"Airway Heights",2016-03-15,26,0.0769230769230769,0.0384615384615385,0.884615384615385,0
"Airway Heights",2016-03-16,119,0.109243697478992,0.00840336134453781,0.815126050420168,0.0672268907563025
"Airway Heights",2016-03-17,108,0.12037037037037,0.0185185185185185,0.722222222222222,0.138888888888889
"Airway Heights",2016-03-18,108,0.12962962962963,0,0.731481481481482,0.138888888888889
"Airway Heights",2016-03-19,187,0.112299465240642,0.0053475935828877,0.786096256684492,0.0962566844919786
"Airway Heights",2016-03-20,59,0.186440677966102,0.0169491525423729,0.796610169491525,0
"Airway Heights",2016-03-21,44,0.25,0,0.727272727272727,0.0227272727272727
"Airway Heights",2016-03-22,70,0.114285714285714,0.0142857142857143,0.857142857142857,0.0142857142857143
"Airway Heights",2016-03-23,31,0.225806451612903,0.0645161290322581,0.709677419354839,0
"Airway Heights",2016-03-24,51,0.0588235294117647,0.0392156862745098,0.901960784313726,0
"Airway Heights",2016-03-25,57,0.210526315789474,0,0.789473684210526,0
"Airway Heights",2016-03-26,85,0.164705882352941,0.0941176470588235,0.729411764705882,0.0117647058823529
"Airway Heights",2016-03-27,62,0.193548387096774,0.0483870967741935,0.758064516129032,0
"Airway Heights",2016-03-28,44,0.295454545454545,0.0454545454545455,0.659090909090909,0
"Airway Heights",2016-03-29,59,0.220338983050847,0.0508474576271186,0.694915254237288,0.0338983050847458
"Airway Heights",2016-03-30,49,0.204081632653061,0.0408163265306122,0.673469387755102,0.0816326530612245
"Airway Heights",2016-03-31,50,0.26,0,0.6,0.14
"Airway Heights",2016-04-01,89,0.269662921348315,0.0674157303370786,0.651685393258427,0.0112359550561798
"Airway Heights",2016-04-02,130,0.238461538461538,0.0615384615384615,0.638461538461538,0.0615384615384615
"Airway Heights",2016-04-03,62,0.17741935483871,0.0161290322580645,0.741935483870968,0.0645161290322581
