"towntype","saledate","revenue","tot_items","avg_price_peritem","perc_usable","perc_extract","perc_edible","perc_other"
"Ellensburg",2015-12-19,16280.3813,674,24.1548683976261,0.744807121661721,0.111275964391691,0.115727002967359,0.0281899109792285
"Airway Heights",2015-12-19,9984.3545,391,25.5354335038363,0.782608695652174,0.115089514066496,0.0997442455242967,0.00255754475703325
NA,2015-12-19,141.1648,6,23.5274666666667,1,0,0,0
"Urban",2015-12-20,936899.705945,38030,24.6358060990008,0.714541151722324,0.119957927951617,0.137075992637392,0.0284249276886668
"NCNU",2015-12-20,877155.789,31894,27.5022195083715,0.763936790618925,0.109957985828055,0.0994544428419138,0.0266507807111055
"Pullman",2015-12-20,15338.0679,515,29.7826561165049,0.749514563106796,0.0893203883495146,0.135922330097087,0.0252427184466019
"Ellensburg",2015-12-20,10792.3942,506,21.3288422924901,0.743083003952569,0.126482213438735,0.100790513833992,0.0296442687747036
"Airway Heights",2015-12-20,7873.9243,296,26.6010956081081,0.777027027027027,0.148648648648649,0.0743243243243243,0
NA,2015-12-20,71.0619,2,35.53095,1,0,0,0
"Urban",2015-12-21,825951.308105,32448,25.4546137852872,0.732495069033531,0.12013067061144,0.120716222879684,0.0266580374753452
"NCNU",2015-12-21,699876.6382,27264,25.6703579151995,0.76181044600939,0.11318955399061,0.100645539906103,0.0243544600938967
"Pullman",2015-12-21,17225.695,501,34.382624750499,0.716566866267465,0.137724550898204,0.103792415169661,0.0419161676646707
"Ellensburg",2015-12-21,11506.3423,566,20.3292266784452,0.765017667844523,0.107773851590106,0.102473498233216,0.0247349823321555
"Airway Heights",2015-12-21,4029.9646,149,27.0467422818792,0.76510067114094,0.10738255033557,0.12751677852349,0
NA,2015-12-21,37.8942,2,18.9471,1,0,0,0
"Urban",2015-12-22,965796.860029,37368,25.8455593028527,0.716013701562835,0.127595803896382,0.128666238492828,0.0277242560479555
"NCNU",2015-12-22,873219.1899,34121,25.5918405058468,0.762609536648984,0.115266258315993,0.0997333020720377,0.0223909029629847
"Pullman",2015-12-22,20147.22,625,32.235552,0.7056,0.1248,0.1232,0.0464
"Ellensburg",2015-12-22,14897.6677,681,21.8761640234949,0.763582966226138,0.104258443465492,0.117474302496329,0.0146842878120411
"Airway Heights",2015-12-22,7404.9048,299,24.7655678929766,0.792642140468227,0.117056856187291,0.0903010033444816,0
NA,2015-12-22,169.0854,6,28.1809,1,0,0,0
"Urban",2015-12-23,1144528.014782,43860,26.0950299767898,0.710351117191062,0.125079799361605,0.138691290469676,0.0258777929776562
"NCNU",2015-12-23,1055068.5237,40042,26.3490465935767,0.749562958893162,0.114055241995904,0.112431946456221,0.0239498526547126
"Pullman",2015-12-23,24752.1873,725,34.140948,0.695172413793103,0.122758620689655,0.136551724137931,0.0455172413793103
"Ellensburg",2015-12-23,15608.1497,704,22.1706671875,0.742897727272727,0.137784090909091,0.110795454545455,0.00852272727272727
"Airway Heights",2015-12-23,7663.1224,300,25.5437413333333,0.796666666666667,0.103333333333333,0.1,0
NA,2015-12-23,94.7355,5,18.9471,1,0,0,0
"Urban",2015-12-24,1440752.696206,56513,25.4941818025233,0.699396599012617,0.129474634154973,0.139967795020615,0.0311609718117955
"NCNU",2015-12-24,1388150.5683,52397,26.4929398305246,0.733076321163425,0.119415233696586,0.119148042826879,0.0283604023131095
"Pullman",2015-12-24,25308.3799,791,31.9954233881163,0.709228824273072,0.107458912768647,0.132743362831858,0.0505689001264222
"Ellensburg",2015-12-24,19115.6374,786,24.3201493638677,0.73027989821883,0.106870229007634,0.142493638676845,0.0203562340966921
"Airway Heights",2015-12-24,10777.4475,399,27.0111466165414,0.766917293233083,0.0977443609022556,0.135338345864662,0
NA,2015-12-24,210.7197,12,17.559975,1,0,0,0
"Urban",2015-12-25,452037.023977,19614,23.0466515742327,0.730753543387376,0.123942082186194,0.114968899765474,0.0303354746609565
"NCNU",2015-12-25,288612.1323,12555,22.9878241577061,0.748307447232178,0.112066905615293,0.108004778972521,0.031620868180008
"Pullman",2015-12-25,4642.4916,135,34.3888266666667,0.681481481481481,0.192592592592593,0.0888888888888889,0.037037037037037
"Ellensburg",2015-12-25,3365.5831,155,21.7134393548387,0.716129032258065,0.129032258064516,0.154838709677419,0
"Airway Heights",2015-12-25,1302.1713,45,28.93714,0.866666666666667,0.0444444444444444,0.0888888888888889,0
"Urban",2015-12-26,756441.595226,28231,26.7947148604725,0.727887782933655,0.136870815769898,0.110587651872056,0.0246537494243916
"NCNU",2015-12-26,700237.7565,26610,26.3148348928974,0.764487034949267,0.11815107102593,0.09293498684705,0.0244269071777527
"Pullman",2015-12-26,11819.6202,399,29.6231082706767,0.724310776942356,0.0952380952380952,0.0802005012531328,0.100250626566416
"Ellensburg",2015-12-26,11462.5571,469,24.4404202558635,0.767590618336887,0.130063965884861,0.0788912579957356,0.023454157782516
"Airway Heights",2015-12-26,6522.4467,248,26.3001883064516,0.69758064516129,0.181451612903226,0.120967741935484,0
NA,2015-12-26,18.9471,1,18.9471,1,0,0,0
"Urban",2015-12-27,908561.270467,37576,24.1792971701884,0.72631466893762,0.128406429635938,0.116590376836278,0.0286885245901639
"NCNU",2015-12-27,783016.8007,31085,25.1895383850732,0.766189480456812,0.113945632941933,0.0956731542544636,0.0241917323467911
"Pullman",2015-12-27,12716.6414,401,31.7123226932668,0.703241895261845,0.0997506234413965,0.109725685785536,0.0872817955112219
"Ellensburg",2015-12-27,11702.3619,527,22.2056203036053,0.777988614800759,0.136622390891841,0.0645161290322581,0.0208728652751423
"Airway Heights",2015-12-27,6943.5299,265,26.2019996226415,0.773584905660377,0.128301886792453,0.0981132075471698,0
NA,2015-12-27,12.0971,1,12.0971,1,0,0,0
"Urban",2015-12-28,761702.148763,30180,25.2386397867131,0.735553346587144,0.125082836315441,0.110503644797879,0.0288601722995361
"NCNU",2015-12-28,668380.5163,26052,25.6556316712728,0.764586212191003,0.121142330723169,0.0931214494088746,0.0211500076769538
"Pullman",2015-12-28,14461.9529,451,32.0664144124169,0.685144124168514,0.117516629711752,0.141906873614191,0.0554323725055432
"Ellensburg",2015-12-28,12006.0361,496,24.2057179435484,0.747983870967742,0.149193548387097,0.0866935483870968,0.0161290322580645
"Airway Heights",2015-12-28,4388.5073,159,27.6006748427673,0.861635220125786,0.0880503144654088,0.0440251572327044,0.00628930817610063
NA,2015-12-28,18.9471,1,18.9471,1,0,0,0
"Urban",2015-12-29,881700.822088,34558,25.5136530495978,0.743532611840963,0.123560391226344,0.107326812894265,0.0255801840384281
"NCNU",2015-12-29,793405.8532,30877,25.6956910710237,0.779123619522622,0.111733652880785,0.088577258153318,0.0205654694432749
"Pullman",2015-12-29,17693.5637,555,31.880294954955,0.717117117117117,0.106306306306306,0.113513513513514,0.0630630630630631
"Ellensburg",2015-12-29,12423.5436,539,23.0492460111317,0.742115027829313,0.150278293135436,0.0964749536178108,0.0111317254174397
"Airway Heights",2015-12-29,6339.8942,229,27.685127510917,0.755458515283843,0.109170305676856,0.0960698689956332,0.0393013100436681
"Urban",2015-12-30,919177.259905,36154,25.4239436827184,0.733722409691874,0.128671792885988,0.1110527189246,0.0265530784975383
"NCNU",2015-12-30,923138.7704,32465,28.4348920498999,0.773910365008471,0.114800554443247,0.0912675188664716,0.0200215616818112
"Pullman",2015-12-30,21658.7684,592,36.5857574324324,0.741554054054054,0.128378378378378,0.101351351351351,0.0287162162162162
"Ellensburg",2015-12-30,13502.4597,588,22.9633668367347,0.741496598639456,0.129251700680272,0.107142857142857,0.022108843537415
"Airway Heights",2015-12-30,7840.4415,337,23.2654050445104,0.673590504451039,0.198813056379822,0.100890207715134,0.0267062314540059
NA,2015-12-30,37.8942,2,18.9471,1,0,0,0
"Urban",2015-12-31,1372435.351182,52877,25.9552423772529,0.736199103580006,0.12338067590824,0.114737976814116,0.0256822436976379
"NCNU",2015-12-31,1413856.6592,48869,28.9315651885654,0.759540813194459,0.120178436227465,0.100247600728478,0.0200331498495979
"Pullman",2015-12-31,32505.6612,913,35.6031338444688,0.75684556407448,0.0963855421686747,0.122672508214677,0.0240963855421687
"Ellensburg",2015-12-31,19046.0003,826,23.0581117433414,0.807506053268765,0.113801452784504,0.0617433414043584,0.0169491525423729
"Airway Heights",2015-12-31,13646.8303,486,28.0798977366255,0.767489711934156,0.113168724279835,0.0843621399176955,0.0349794238683128
NA,2015-12-31,104.2296,2,52.1148,1,0,0,0
"Urban",2016-01-01,973350.295845,39508,24.6367899120431,0.737040599372279,0.12387364584388,0.113622557456718,0.0254631973271236
"NCNU",2016-01-01,981189.1639,34466,28.4683213572796,0.776359310624964,0.111153020367899,0.0904949805605524,0.021992688446585
"Pullman",2016-01-01,7103.6555,233,30.4877918454936,0.763948497854077,0.124463519313305,0.0815450643776824,0.0300429184549356
"Ellensburg",2016-01-01,11450.2545,527,21.7272381404175,0.793168880455408,0.136622390891841,0.0664136622390892,0.00379506641366224
"Airway Heights",2016-01-01,10254.313,399,25.7000325814536,0.754385964912281,0.112781954887218,0.0776942355889724,0.0551378446115288
NA,2016-01-01,71.0619,2,35.53095,1,0,0,0
"Urban",2016-01-02,914315.036608,35604,25.6801212394113,0.72769913492866,0.136361083024379,0.109145039883159,0.0267947421638018
"NCNU",2016-01-02,822895.3772,31732,25.9326666204462,0.778520105886802,0.114017395688894,0.0881444598512543,0.0193180385730493
"Pullman",2016-01-02,20251.6962,555,36.4895427027027,0.738738738738739,0.117117117117117,0.108108108108108,0.036036036036036
"Ellensburg",2016-01-02,12775.3185,612,20.8747034313726,0.754901960784314,0.119281045751634,0.111111111111111,0.0147058823529412
"Airway Heights",2016-01-02,6542.5857,250,26.1703428,0.688,0.16,0.096,0.056
NA,2016-01-02,18.9471,1,18.9471,1,0,0,0
"Urban",2016-01-03,836203.86408,34876,23.9764842321367,0.752179148984975,0.118964330771878,0.101072370684712,0.0277841495584356
"NCNU",2016-01-03,753764.4237,30845,24.437167245907,0.786869833036148,0.112724914897066,0.0814718755065651,0.0189333765602205
"Pullman",2016-01-03,15690.7607,528,29.7173498106061,0.770833333333333,0.123106060606061,0.0833333333333333,0.0227272727272727
"Ellensburg",2016-01-03,12533.8423,627,19.9901791068581,0.799043062200957,0.121212121212121,0.0733652312599681,0.00637958532695375
"Airway Heights",2016-01-03,6371.2124,244,26.1115262295082,0.725409836065574,0.151639344262295,0.0901639344262295,0.0327868852459016
NA,2016-01-03,18.9471,1,18.9471,1,0,0,0
"Urban",2016-01-04,702126.572349,27773,25.2809049202103,0.771936773124978,0.123033161703813,0.0814820149065639,0.0235480502646455
"NCNU",2016-01-04,626180.42,24772,25.2777498788955,0.794970127563378,0.110083965767802,0.0737526239302438,0.0211932827385758
"Pullman",2016-01-04,17447.909,482,36.1989813278008,0.730290456431535,0.12655601659751,0.101659751037344,0.04149377593361
"Ellensburg",2016-01-04,13527.1745,645,20.9723635658915,0.77984496124031,0.128682170542636,0.0821705426356589,0.00930232558139535
"Airway Heights",2016-01-04,4880.2688,179,27.2640715083799,0.681564245810056,0.134078212290503,0.0949720670391061,0.0893854748603352
NA,2016-01-04,18.9471,1,18.9471,1,0,0,0
"Urban",2016-01-05,840915.745084,33247,25.29298117376,0.769182181850994,0.124372123800644,0.0832556320871056,0.0231900622612567
"NCNU",2016-01-05,792503.9822,31393,25.2446081037174,0.800528780301341,0.109005192240308,0.0720224253814545,0.0184436020768961
"Pullman",2016-01-05,19289.3808,562,34.3227416370107,0.777580071174377,0.120996441281139,0.0711743772241993,0.0302491103202847
"Ellensburg",2016-01-05,14432.4705,685,21.0693,0.808759124087591,0.102189781021898,0.0744525547445255,0.0145985401459854
"Airway Heights",2016-01-05,9216.7435,343,26.870972303207,0.772594752186589,0.0787172011661808,0.0553935860058309,0.0932944606413994
NA,2016-01-05,94.7218,4,23.68045,1,0,0,0
"Urban",2016-01-06,831922.351588,33275,25.0014230379564,0.758076634109692,0.130127723516153,0.0864913598797896,0.0253042824943651
"NCNU",2016-01-06,770667.7166,30303,25.4320600798601,0.791703791703792,0.113916113916114,0.0750750750750751,0.0193050193050193
"Pullman",2016-01-06,20615.3901,678,30.4061800884956,0.765486725663717,0.115044247787611,0.0870206489675516,0.0324483775811209
"Ellensburg",2016-01-06,14134.7969,608,23.2480212171053,0.779605263157895,0.120065789473684,0.0838815789473684,0.0164473684210526
"Airway Heights",2016-01-06,6997.4805,547,12.7924689213894,0.80073126142596,0.0840950639853748,0.0347349177330896,0.0804387568555759
"Urban",2016-01-07,842060.144444,33394,25.2159113746182,0.749625681260107,0.130562376474816,0.0952865784272624,0.0245253638378152
"NCNU",2016-01-07,758880.2503,29918,25.365340273414,0.785146065913497,0.115983688749248,0.0796510461929273,0.0192191991443278
"Pullman",2016-01-07,18358.1781,611,30.0461180032733,0.738134206219313,0.126022913256956,0.0965630114566285,0.0392798690671031
"Ellensburg",2016-01-07,12843.8459,586,21.9178257679181,0.735494880546075,0.13481228668942,0.104095563139932,0.0255972696245734
"Airway Heights",2016-01-07,7520.9027,322,23.3568406832298,0.798136645962733,0.0652173913043478,0.062111801242236,0.0745341614906832
NA,2016-01-07,31.0442,2,15.5221,1,0,0,0
"Urban",2016-01-08,1006985.613698,38932,25.8652423121854,0.739211959313675,0.127375937532107,0.105363197369773,0.0280489057844447
"NCNU",2016-01-08,998284.1061,35824,27.8663495449978,0.775039079946405,0.115174184903975,0.088460250111657,0.0213264850379634
"Pullman",2016-01-08,24820.153,780,31.820708974359,0.788461538461538,0.108974358974359,0.0794871794871795,0.0230769230769231
"Ellensburg",2016-01-08,14564.7303,653,22.3043343032159,0.747320061255743,0.128637059724349,0.11791730474732,0.00612557427258806
"Airway Heights",2016-01-08,9020.8335,324,27.8420787037037,0.805555555555556,0.0895061728395062,0.0493827160493827,0.0555555555555556
NA,2016-01-08,56.8413,2,28.42065,1,0,0,0
"Urban",2016-01-09,1187892.812061,46444,25.5768842490096,0.724872965291534,0.130049091378865,0.118702092842994,0.0263758504866075
"NCNU",2016-01-09,1041615.0415,40330,25.8273008058517,0.770790974460699,0.112918423010166,0.095660798413092,0.0206298041160426
"Pullman",2016-01-09,26647.2672,923,28.8702786565547,0.738894907908992,0.104008667388949,0.128927410617551,0.028169014084507
"Ellensburg",2016-01-09,18668.7982,849,21.9891616018846,0.758539458186101,0.12603062426384,0.0977620730270907,0.0176678445229682
"Airway Heights",2016-01-09,11175.4462,407,27.4580987714988,0.783783783783784,0.14004914004914,0.0491400491400491,0.027027027027027
NA,2016-01-09,56.8413,3,18.9471,1,0,0,0
"Urban",2016-01-10,886036.106258,37019,23.9346310342797,0.734595748129339,0.12142413355304,0.114967989410843,0.0290121289067776
"NCNU",2016-01-10,728402.7097,30022,24.2622979714876,0.781160482312971,0.108387182732663,0.0899673572713344,0.0204849776830324
"Pullman",2016-01-10,16906.485,603,28.0372885572139,0.787728026533997,0.0862354892205638,0.0779436152570481,0.0480928689883914
"Ellensburg",2016-01-10,13118.5035,593,22.1222655986509,0.772344013490725,0.139966273187184,0.0708263069139966,0.0168634064080944
"Airway Heights",2016-01-10,6107.5422,251,24.3328374501992,0.713147410358566,0.139442231075697,0.0876494023904383,0.0597609561752988
"Urban",2016-01-11,708158.40602,28820,24.5717698133241,0.760513532269257,0.125572519083969,0.088029146426093,0.0258848022206801
"NCNU",2016-01-11,611060.0451,24660,24.7794016666667,0.797242497972425,0.109570154095702,0.074330900243309,0.0188564476885645
"Pullman",2016-01-11,19360.8811,611,31.6872031096563,0.747954173486088,0.126022913256956,0.0932896890343699,0.0327332242225859
"Ellensburg",2016-01-11,11540.1676,518,22.2783158301158,0.797297297297297,0.11969111969112,0.0752895752895753,0.00772200772200772
"Airway Heights",2016-01-11,3385.6947,153,22.1287235294118,0.810457516339869,0.0588235294117647,0.0718954248366013,0.0588235294117647
NA,2016-01-11,70.1029,4,17.525725,1,0,0,0
"Urban",2016-01-12,806629.190744,31869,25.3107782090433,0.75964103046848,0.126831717342872,0.0871065926135116,0.0264206595751357
"NCNU",2016-01-12,703902.8079,28581,24.6283477799937,0.800531821839684,0.109338371645499,0.0716909835205206,0.0184388229942969
"Pullman",2016-01-12,20317.1411,711,28.5754445850914,0.772151898734177,0.108298171589311,0.0928270042194093,0.0267229254571027
"Ellensburg",2016-01-12,12102.7718,536,22.5797981343284,0.815298507462687,0.119402985074627,0.0559701492537313,0.00932835820895522
"Airway Heights",2016-01-12,6325.975,264,23.9620265151515,0.757575757575758,0.140151515151515,0.0492424242424242,0.053030303030303
NA,2016-01-12,32.2087,2,16.10435,1,0,0,0
"Urban",2016-01-13,784961.177995,32088,24.4627642107641,0.759629768137622,0.131887309897781,0.0864809274495138,0.0220019945150835
"NCNU",2016-01-13,719776.9842,29156,24.6870964535602,0.793593085471258,0.111675126903553,0.0759020441761559,0.0188297434490328
"Pullman",2016-01-13,17112.9851,609,28.1001397372742,0.80623973727422,0.090311986863711,0.0755336617405583,0.0279146141215107
"Ellensburg",2016-01-13,12383.3341,564,21.9562661347518,0.774822695035461,0.125886524822695,0.0726950354609929,0.0265957446808511
"Airway Heights",2016-01-13,6127.6949,258,23.7507554263566,0.709302325581395,0.151162790697674,0.0736434108527132,0.0658914728682171
NA,2016-01-13,71.0619,2,35.53095,1,0,0,0
"Urban",2016-01-14,832946.336716,33598,24.7915452323353,0.756562890648253,0.126525388415977,0.0938448717185547,0.0230668492172153
"NCNU",2016-01-14,735619.5135,29446,24.9819844291245,0.790633702370441,0.112646879032806,0.0756299667187394,0.021089451878014
"Pullman",2016-01-14,22542.9938,659,34.2078813353566,0.754172989377845,0.125948406676783,0.0955993930197269,0.0242792109256449
"Ellensburg",2016-01-14,15922.5236,673,23.6590246656761,0.732540861812779,0.135215453194651,0.12481426448737,0.00742942050520059
"Airway Heights",2016-01-14,7027.8808,256,27.452659375,0.76171875,0.10546875,0.078125,0.0546875
NA,2016-01-14,55.4165,2,27.70825,1,0,0,0
"Urban",2016-01-15,1083026.762532,41731,25.9525715303252,0.73786873067983,0.132084062207951,0.103352423857564,0.0266947832546548
"NCNU",2016-01-15,972666.9282,36958,26.3181700362574,0.77055035445641,0.115834190161805,0.0918339736998755,0.0217814816819092
"Pullman",2016-01-15,24243.8214,746,32.4984201072386,0.737265415549598,0.127345844504021,0.117962466487936,0.017426273458445
"Ellensburg",2016-01-15,16903.7998,810,20.8688886419753,0.749382716049383,0.12716049382716,0.116049382716049,0.00740740740740741
"Airway Heights",2016-01-15,8684.2793,345,25.171824057971,0.811594202898551,0.0782608695652174,0.0521739130434783,0.0579710144927536
NA,2016-01-15,108.9561,4,27.239025,1,0,0,0
"Urban",2016-01-16,1239094.24361,48903,25.337796119052,0.72662208862442,0.13056458703965,0.117293417581743,0.0255199067541869
"NCNU",2016-01-16,1029397.1897,41198,24.9865816228943,0.768459633962814,0.113015194912374,0.0943735132773436,0.0241516578474683
"Pullman",2016-01-16,27395.5475,904,30.3048091814159,0.723451327433628,0.0829646017699115,0.164823008849558,0.0287610619469027
