"towntype","saledate","revenue","tot_items","avg_price_peritem","perc_usable","perc_extract","perc_edible","perc_other"
"Airway Heights",2016-02-24,7061.4869,298,23.6962647651007,0.771812080536913,0.124161073825503,0.0369127516778524,0.0671140939597315
NA,2016-02-24,208.4318,4,52.10795,1,0,0,0
"Urban",2016-02-25,939546.688151,38119,24.6477265445316,0.736325716834125,0.138539835777434,0.0939688869067919,0.0311655604816496
"NCNU",2016-02-25,974040.819,36309,26.8264292324217,0.774739045415737,0.121870610592415,0.0799526288248093,0.0234377151670385
"Pullman",2016-02-25,21695.9228,661,32.8228786686838,0.70196671709531,0.1089258698941,0.118003025718608,0.0711043872919818
"Ellensburg",2016-02-25,16506.6094,808,20.428972029703,0.793316831683168,0.127475247524752,0.0693069306930693,0.0099009900990099
"Airway Heights",2016-02-25,8004.4442,331,24.1826108761329,0.725075528700906,0.138972809667674,0.081570996978852,0.054380664652568
NA,2016-02-25,242.7503,5,48.55006,1,0,0,0
"Urban",2016-02-26,1152788.068376,44898,25.6757109086374,0.724152523497706,0.143013051806317,0.102409906900085,0.0304245177958929
"NCNU",2016-02-26,1141547.3488,42788,26.6791471627559,0.755281854725624,0.127372160418809,0.0926194260072918,0.0247265588482752
"Pullman",2016-02-26,24643.7244,817,30.1636773561812,0.668298653610771,0.127294981640147,0.11750305997552,0.0869033047735618
"Ellensburg",2016-02-26,19859.3419,934,21.2626786937902,0.809421841541756,0.102783725910064,0.0781584582441113,0.00963597430406852
"Airway Heights",2016-02-26,10560.3162,439,24.055389977221,0.726651480637813,0.129840546697039,0.0888382687927107,0.0546697038724374
NA,2016-02-26,191.1698,3,63.7232666666667,1,0,0,0
"Urban",2016-02-27,1319208.176668,51824,25.455545242899,0.701123031799938,0.144527631985181,0.123610682309355,0.0307386539055264
"NCNU",2016-02-27,1301599.9004,47724,27.2734871427374,0.748575140390579,0.126980135780739,0.100997401726595,0.023447322102087
"Pullman",2016-02-27,27811.9727,881,31.5686409761635,0.683314415437003,0.120317820658343,0.135073779795687,0.0612939841089671
"Ellensburg",2016-02-27,18031.6386,866,20.8217535796767,0.763279445727483,0.105080831408776,0.123556581986143,0.00808314087759815
"Airway Heights",2016-02-27,12379.0186,507,24.4162102564103,0.72189349112426,0.16370808678501,0.0591715976331361,0.0552268244575937
"Urban",2016-02-28,1062319.744777,43484,24.4301293527964,0.711273111949223,0.139545579983442,0.120803053996872,0.0283782540704627
"NCNU",2016-02-28,909057.8693,38592,23.5556039930556,0.751140132669983,0.123367537313433,0.1005907960199,0.0249015339966832
"Pullman",2016-02-28,18064.4912,653,27.6638456355283,0.678407350689127,0.101071975497703,0.131699846860643,0.0888208269525268
"Ellensburg",2016-02-28,14275.8521,738,19.3439730352304,0.764227642276423,0.105691056910569,0.116531165311653,0.013550135501355
"Airway Heights",2016-02-28,8860.1051,370,23.94623,0.767567567567568,0.116216216216216,0.0621621621621622,0.0540540540540541
"Urban",2016-02-29,827408.787674,33478,24.7150005279288,0.729314773881355,0.14260111117749,0.0974968636119243,0.0305872513292311
"NCNU",2016-02-29,870840.2945,31465,27.6764752741141,0.769680597489274,0.124551088511044,0.0813284601938662,0.024439853805816
"Pullman",2016-02-29,12994.0253,451,28.8115860310421,0.760532150776053,0.0931263858093126,0.082039911308204,0.0643015521064302
"Ellensburg",2016-02-29,15703.8168,714,21.9941411764706,0.764705882352941,0.124649859943978,0.103641456582633,0.00700280112044818
"Airway Heights",2016-02-29,5166.1056,221,23.376043438914,0.764705882352941,0.126696832579186,0.081447963800905,0.0271493212669683
"Urban",2016-03-01,1001690.285588,40259,24.8811516825555,0.749422489381256,0.141682605131772,0.0810750391216871,0.0278198663652848
"NCNU",2016-03-01,1094685.7042,40516,27.0186026310593,0.782209497482476,0.12251949846974,0.0729341494718136,0.02233685457597
"Pullman",2016-03-01,20871.2239,690,30.2481505797101,0.717391304347826,0.108695652173913,0.0956521739130435,0.0782608695652174
"Ellensburg",2016-03-01,16994.0828,784,21.6761260204082,0.788265306122449,0.10969387755102,0.0841836734693878,0.0178571428571429
"Airway Heights",2016-03-01,8572.8572,361,23.7475268698061,0.698060941828255,0.185595567867036,0.0554016620498615,0.0609418282548476
NA,2016-03-01,52.1148,1,52.1148,1,0,0,0
"Urban",2016-03-02,951441.173234,38678,24.5990271791199,0.739541858420808,0.14385438750711,0.0869227984900977,0.0296809555819846
"NCNU",2016-03-02,941072.0567,37608,25.0231880637098,0.7702616464582,0.130690278664114,0.0750106360348862,0.0240374388427994
"Pullman",2016-03-02,22355.7148,697,32.0741962697274,0.694404591104735,0.116212338593974,0.12051649928264,0.0688665710186514
"Ellensburg",2016-03-02,16577.0137,810,20.4654490123457,0.788888888888889,0.124691358024691,0.0753086419753086,0.0111111111111111
"Airway Heights",2016-03-02,8258.7162,324,25.4898648148148,0.694444444444444,0.172839506172839,0.0679012345679012,0.0648148148148148
NA,2016-03-02,104.2296,2,52.1148,1,0,0,0
"Urban",2016-03-03,1012053.425771,40194,25.1792164445191,0.734836045180873,0.142832263521919,0.0928745583917998,0.0294571329054088
"NCNU",2016-03-03,998958.7763,39139,25.5233597255934,0.763202943355732,0.127724264799816,0.0835739288178032,0.0254988630266486
"Pullman",2016-03-03,19232.0874,634,30.3345227129338,0.72397476340694,0.124605678233438,0.0788643533123028,0.0725552050473186
"Ellensburg",2016-03-03,16979.3553,788,21.5474052030457,0.807106598984772,0.0926395939086294,0.0926395939086294,0.00761421319796954
"Airway Heights",2016-03-03,10043.2097,369,27.2173704607046,0.658536585365854,0.168021680216802,0.0921409214092141,0.0813008130081301
NA,2016-03-03,90.5296,2,45.2648,1,0,0,0
"Urban",2016-03-04,1179120.473682,46346,25.4416880352566,0.718163379795452,0.144715833081604,0.107452638846934,0.0296681482760109
"NCNU",2016-03-04,1150537.4395,44492,25.8594228063472,0.750022475950733,0.131147172525398,0.0909376966645689,0.0278926548593005
"Pullman",2016-03-04,24567.8538,780,31.4972484615385,0.712820512820513,0.0923076923076923,0.133333333333333,0.0615384615384615
"Ellensburg",2016-03-04,20163.2353,999,20.1834187187187,0.745745745745746,0.137137137137137,0.105105105105105,0.012012012012012
"Airway Heights",2016-03-04,9744.9333,386,25.2459411917098,0.725388601036269,0.186528497409326,0.0466321243523316,0.0414507772020725
NA,2016-03-04,112.1756,3,37.3918666666667,1,0,0,0
"Urban",2016-03-05,1334330.233517,53239,25.063022098781,0.701346757076579,0.147823963635681,0.119329814609591,0.0314994646781495
"NCNU",2016-03-05,1261695.7597,50286,25.0903981167721,0.734200373861512,0.13254186055761,0.103428389611423,0.0298293759694547
"Pullman",2016-03-05,26605.1397,843,31.5600708185053,0.69276393831554,0.116251482799526,0.131672597864769,0.0593119810201661
"Ellensburg",2016-03-05,20426.9877,954,21.4119367924528,0.758909853249476,0.113207547169811,0.115303983228512,0.0125786163522013
"Airway Heights",2016-03-05,11576.1849,463,25.0025591792657,0.693304535637149,0.181425485961123,0.0777537796976242,0.0475161987041037
NA,2016-03-05,145.1241,5,29.02482,1,0,0,0
"Urban",2016-03-06,1050766.880017,43188,24.3300657594008,0.706098916365657,0.14219227563212,0.118157821617116,0.033550986385107
"NCNU",2016-03-06,941849.9153,39439,23.8811814523695,0.74423793706737,0.127335885798321,0.098531910038287,0.0298942670960217
"Pullman",2016-03-06,18731.5579,660,28.3811483333333,0.704545454545455,0.107575757575758,0.125757575757576,0.0621212121212121
"Ellensburg",2016-03-06,14991.3346,777,19.2938669240669,0.75032175032175,0.104247104247104,0.131274131274131,0.0141570141570142
"Airway Heights",2016-03-06,8736.5174,375,23.2973797333333,0.741333333333333,0.144,0.064,0.0506666666666667
NA,2016-03-06,52.1148,1,52.1148,1,0,0,0
"Urban",2016-03-07,840135.906834,34754,24.1737902639696,0.725786959774414,0.143177763710652,0.0978016918915808,0.0332335846233527
"NCNU",2016-03-07,766458.6656,31523,24.3142678552168,0.764362528947118,0.125654284173461,0.0816863877169051,0.0282967991625163
"Pullman",2016-03-07,16588.782,522,31.779275862069,0.720306513409962,0.132183908045977,0.0766283524904215,0.0708812260536398
"Ellensburg",2016-03-07,13907.2262,702,19.8108635327635,0.779202279202279,0.121082621082621,0.0868945868945869,0.0128205128205128
"Airway Heights",2016-03-07,5182.2716,214,24.2162224299065,0.785046728971963,0.0981308411214953,0.088785046728972,0.0280373831775701
NA,2016-03-07,107.5313,3,35.8437666666667,1,0,0,0
"Urban",2016-03-08,885580.959241,36411,24.3217972382247,0.733432204553569,0.143061162835407,0.0929664112493477,0.0305402213616764
"NCNU",2016-03-08,934081.0837,35587,26.2478175654031,0.76502655464074,0.124315058869812,0.0804226262399191,0.0302357602495293
"Pullman",2016-03-08,20190.5257,624,32.3566116987179,0.729166666666667,0.116987179487179,0.107371794871795,0.046474358974359
"Ellensburg",2016-03-08,15809.0876,789,20.0368664131812,0.808618504435995,0.119138149556401,0.0633713561470216,0.00887198986058302
"Airway Heights",2016-03-08,6854.5895,310,22.1115790322581,0.725806451612903,0.138709677419355,0.0870967741935484,0.0483870967741935
NA,2016-03-08,45.2648,1,45.2648,1,0,0,0
"Urban",2016-03-09,910312.997951,37346,24.3751137458095,0.732260483050394,0.140122101429872,0.0960477695067745,0.0315696460129599
"NCNU",2016-03-09,881228.1277,36096,24.4134565519725,0.768284574468085,0.128075132978723,0.0765181737588652,0.0271221187943262
"Pullman",2016-03-09,18196.1619,583,31.2112554030875,0.753001715265866,0.123499142367067,0.0686106346483705,0.0548885077186964
"Ellensburg",2016-03-09,15396.197,722,21.3243725761773,0.763157894736842,0.142659279778393,0.0817174515235457,0.0124653739612188
"Airway Heights",2016-03-09,8824.5947,350,25.2131277142857,0.728571428571429,0.165714285714286,0.0514285714285714,0.0542857142857143
NA,2016-03-09,97.3796,2,48.6898,1,0,0,0
"Urban",2016-03-10,1024623.6713,38902,26.3385859673025,0.720862680581975,0.145879389234487,0.0994550408719346,0.0338028893116035
"NCNU",2016-03-10,925370.7333,37407,24.7379028871602,0.764108321971823,0.129735076322613,0.0816692062982864,0.0244873954072767
"Pullman",2016-03-10,22090.6609,734,30.0962682561308,0.737057220708447,0.126702997275204,0.100817438692098,0.0354223433242507
"Ellensburg",2016-03-10,16637.1704,778,21.3845377892031,0.818766066838046,0.107969151670951,0.057840616966581,0.0154241645244216
"Airway Heights",2016-03-10,8213.6569,333,24.6656363363363,0.780780780780781,0.129129129129129,0.0750750750750751,0.015015015015015
"Urban",2016-03-11,1272792.862998,47038,27.0588218673838,0.704791870402653,0.149581189676432,0.109741060419236,0.0358858795016795
"NCNU",2016-03-11,1149611.0592,44633,25.7569748661304,0.750229650706876,0.129747048148231,0.0930925548361078,0.026930746308785
"Pullman",2016-03-11,29867.2193,941,31.7398717321998,0.69394261424017,0.116896918172157,0.14346439957492,0.0456960680127524
"Ellensburg",2016-03-11,18933.2493,903,20.9670534883721,0.777408637873754,0.119601328903654,0.0919158361018826,0.0110741971207087
"Airway Heights",2016-03-11,9683.9272,409,23.6770836185819,0.770171149144254,0.097799511002445,0.078239608801956,0.0537897310513447
NA,2016-03-11,52.1011,1,52.1011,1,0,0,0
"Urban",2016-03-12,1559893.082752,55138,28.2907084542784,0.68990532844862,0.149824077768508,0.12459646704632,0.0356741267365519
"NCNU",2016-03-12,1199613.5658,48288,24.8428919358847,0.740494532803181,0.129411033797217,0.102654903909874,0.0274395294897283
"Pullman",2016-03-12,27444.2099,810,33.881740617284,0.735802469135802,0.091358024691358,0.125925925925926,0.0469135802469136
"Ellensburg",2016-03-12,19123.9259,900,21.2488065555556,0.785555555555556,0.114444444444444,0.0888888888888889,0.0111111111111111
"Airway Heights",2016-03-12,12080.1805,519,23.2758776493256,0.722543352601156,0.169556840077071,0.0751445086705202,0.0327552986512524
NA,2016-03-12,64.2256,2,32.1128,1,0,0,0
"Urban",2016-03-13,1172675.577887,45577,25.7295473130526,0.694516971279373,0.140904403536872,0.127059701165061,0.0375189240186936
"NCNU",2016-03-13,953822.5097,40595,23.4960588668555,0.745436630126863,0.129991378248553,0.0958985096686784,0.0286734819559059
"Pullman",2016-03-13,16924.7471,539,31.4002729128015,0.690166975881262,0.131725417439703,0.122448979591837,0.0556586270871985
"Ellensburg",2016-03-13,16768.2109,802,20.9079936408978,0.807980049875312,0.0947630922693267,0.0897755610972569,0.00748129675810474
"Airway Heights",2016-03-13,8519.2902,350,24.3408291428571,0.714285714285714,0.171428571428571,0.0857142857142857,0.0285714285714286
"Urban",2016-03-14,939555.931267,38785,24.2247242817326,0.713291220832796,0.145597524816295,0.103235787031069,0.0378754673198401
"NCNU",2016-03-14,773522.9884,31963,24.2005753026937,0.76363295059913,0.122704376935832,0.0861308387823421,0.0275318336826956
"Pullman",2016-03-14,12463.3695,395,31.5528341772152,0.734177215189873,0.116455696202532,0.0911392405063291,0.0582278481012658
"Ellensburg",2016-03-14,14556.7021,743,19.5917928667564,0.804845222072678,0.106325706594886,0.0807537012113055,0.00807537012113055
"Airway Heights",2016-03-14,4977.2922,224,22.2200544642857,0.741071428571429,0.147321428571429,0.0848214285714286,0.0267857142857143
NA,2016-03-14,18.9471,1,18.9471,1,0,0,0
"Urban",2016-03-15,982096.206239,40906,24.0086101363859,0.723585782036865,0.144722045665673,0.0991297120226862,0.0325624602747763
"NCNU",2016-03-15,893798.4942,36349,24.589355806212,0.769099562573936,0.124157473383037,0.080414866983961,0.0263280970590663
"Pullman",2016-03-15,17347.899,534,32.486702247191,0.704119850187266,0.108614232209738,0.112359550561798,0.0749063670411985
"Ellensburg",2016-03-15,15028.3109,730,20.586727260274,0.812328767123288,0.108219178082192,0.0753424657534247,0.00410958904109589
"Airway Heights",2016-03-15,6529.2967,303,21.5488339933993,0.785478547854785,0.0858085808580858,0.0726072607260726,0.0561056105610561
NA,2016-03-15,45.2648,1,45.2648,1,0,0,0
"Urban",2016-03-16,1010154.747429,42255,23.9061589735889,0.718376523488345,0.14959176428825,0.102709738492486,0.0293219737309194
"NCNU",2016-03-16,911832.9276,37269,24.4662568783708,0.765327752287424,0.12844455177225,0.079234752743567,0.0269929431967587
"Pullman",2016-03-16,17626.3789,551,31.9897983666062,0.6497277676951,0.141560798548094,0.107078039927405,0.101633393829401
"Ellensburg",2016-03-16,17242.5323,847,20.3571809917355,0.795749704840614,0.106257378984652,0.0814639905548996,0.0165289256198347
"Airway Heights",2016-03-16,10236.1468,512,19.99247421875,0.6953125,0.232421875,0.052734375,0.01953125
"Urban",2016-03-17,1070099.288407,44340,24.1339487687641,0.71147947677041,0.14276048714479,0.1117050067659,0.0340550293188994
"NCNU",2016-03-17,935887.2095,38800,24.1208043685567,0.754664948453608,0.127783505154639,0.0843556701030928,0.0331958762886598
"Pullman",2016-03-17,18414.0878,626,29.4154757188498,0.698083067092652,0.0926517571884984,0.10223642172524,0.10702875399361
"Ellensburg",2016-03-17,16124.0643,839,19.2181934445769,0.777115613825983,0.101311084624553,0.0822407628128725,0.0393325387365912
"Airway Heights",2016-03-17,9261.5836,544,17.0249698529412,0.716911764705882,0.198529411764706,0.0680147058823529,0.0165441176470588
"Urban",2016-03-18,1277118.065064,52016,24.5524082025531,0.705109966164257,0.145705167640726,0.116944786219625,0.0322400799753922
"NCNU",2016-03-18,1125793.2804,44847,25.1029785805071,0.752224229045421,0.125760920462907,0.0915557339398399,0.0304591165518318
"Pullman",2016-03-18,21320.4743,718,29.6942538997214,0.693593314763231,0.135097493036212,0.112813370473538,0.0584958217270195
"Ellensburg",2016-03-18,18616.8615,852,21.8507764084507,0.738262910798122,0.115023474178404,0.107981220657277,0.0387323943661972
"Airway Heights",2016-03-18,11525.0565,571,20.1839868651489,0.728546409807356,0.189141856392294,0.0683012259194396,0.0140105078809107
"Urban",2016-03-19,1400682.616859,57155,24.5067381131834,0.681760125973231,0.151080395415974,0.133811565042428,0.0333479135683667
"NCNU",2016-03-19,1305760.5904,48949,26.6759400682343,0.738217328239596,0.129195693476884,0.103781486853664,0.0288054914298556
"Pullman",2016-03-19,20258.4503,686,29.5312686588921,0.714285714285714,0.0932944606413994,0.106413994169096,0.0860058309037901
"Ellensburg",2016-03-19,20661.0933,897,23.0335488294314,0.745819397993311,0.146042363433668,0.0713489409141583,0.0367892976588629
"Airway Heights",2016-03-19,12235.5522,580,21.0957796551724,0.56551724137931,0.322413793103448,0.0810344827586207,0.0310344827586207
"Urban",2016-03-20,1115153.904514,47180,23.6361573657058,0.690695209834676,0.142772361169987,0.132195845697329,0.0343365832980076
"NCNU",2016-03-20,967886.2447,40426,23.9421719858507,0.74837975560283,0.124177509523574,0.0984020185029437,0.0290407163706526
"Pullman",2016-03-20,16188.6872,605,26.758160661157,0.743801652892562,0.120661157024793,0.0991735537190083,0.0363636363636364
"Ellensburg",2016-03-20,13967.0541,720,19.39868625,0.759722222222222,0.104166666666667,0.075,0.0611111111111111
"Airway Heights",2016-03-20,8012.4313,358,22.3810930167598,0.684357541899441,0.164804469273743,0.120111731843575,0.0307262569832402
"Urban",2016-03-21,992032.928853,41076,24.1511570954572,0.713798811958321,0.148066997760249,0.107215892491966,0.0309182977894634
"NCNU",2016-03-21,802550.8635,33288,24.109314572819,0.762196587358808,0.125901225666907,0.0830930064888248,0.0288091804854602
"Pullman",2016-03-21,16295.5609,561,29.0473456327986,0.732620320855615,0.103386809269162,0.119429590017825,0.0445632798573975
"Ellensburg",2016-03-21,13834.945,657,21.0577549467276,0.750380517503805,0.0989345509893455,0.0821917808219178,0.0684931506849315
"Airway Heights",2016-03-21,6755.196,286,23.6195664335664,0.632867132867133,0.153846153846154,0.174825174825175,0.0384615384615385
"Urban",2016-03-22,977015.232713,40783,23.956433629527,0.722580486967609,0.143711840717946,0.101267685064855,0.0324399872495893
"NCNU",2016-03-22,880948.7847,36693,24.008633382389,0.769111274630038,0.127463003842695,0.0762543264382852,0.0271713950889815
"Pullman",2016-03-22,17447.0733,609,28.6487246305419,0.748768472906404,0.0935960591133005,0.103448275862069,0.0541871921182266
"Ellensburg",2016-03-22,17023.1953,735,23.1608099319728,0.707482993197279,0.145578231292517,0.0802721088435374,0.0666666666666667
"Airway Heights",2016-03-22,7397.9726,332,22.28305,0.677710843373494,0.210843373493976,0.0692771084337349,0.0421686746987952
NA,2016-03-22,45.2648,1,45.2648,1,0,0,0
"Urban",2016-03-23,1043916.723974,42975,24.2912559388947,0.711832460732984,0.147132053519488,0.109086678301338,0.0319488074461896
"NCNU",2016-03-23,901374.4161,37320,24.1525834967846,0.761334405144695,0.131484458735263,0.0801714898177921,0.0270096463022508
"Pullman",2016-03-23,16874.1804,590,28.6003057627119,0.713559322033898,0.132203389830508,0.0898305084745763,0.0644067796610169
"Ellensburg",2016-03-23,14383.7944,658,21.8598699088146,0.732522796352584,0.129179331306991,0.0942249240121581,0.0440729483282675
"Airway Heights",2016-03-23,6255.2556,279,22.4202709677419,0.763440860215054,0.111111111111111,0.0931899641577061,0.032258064516129
NA,2016-03-23,18.9471,1,18.9471,1,0,0,0
"Urban",2016-03-24,1039297.073973,43478,23.9039761252358,0.711072266433599,0.147131882791297,0.109549657297944,0.0322461934771609
"NCNU",2016-03-24,940018.1157,38463,24.4395423055924,0.753815355016509,0.128851103658061,0.0905285599147232,0.0268049814107064
"Pullman",2016-03-24,19453.3287,682,28.5239423753666,0.740469208211144,0.092375366568915,0.0982404692082111,0.0689149560117302
"Ellensburg",2016-03-24,14201.1186,629,22.5772950715421,0.763116057233704,0.14785373608903,0.0524642289348172,0.0365659777424483
"Airway Heights",2016-03-24,7251.3826,312,23.2416108974359,0.721153846153846,0.163461538461538,0.0993589743589744,0.016025641025641
"Urban",2016-03-25,1304481.161511,52620,24.790595999829,0.703249714937286,0.1480805777271,0.121949828962372,0.0267198783732421
"NCNU",2016-03-25,1138571.10052,46029,24.7359512594234,0.751308957396424,0.131460600925503,0.0916161550326968,0.0256142866453757
"Pullman",2016-03-25,23409.8887,812,28.8299121921182,0.737684729064039,0.0935960591133005,0.13423645320197,0.0344827586206897
"Ellensburg",2016-03-25,18729.3659,810,23.1226739506173,0.760493827160494,0.132098765432099,0.0691358024691358,0.0382716049382716
"Airway Heights",2016-03-25,11954.9351,463,25.8205941684665,0.76889848812095,0.123110151187905,0.0777537796976242,0.0302375809935205
NA,2016-03-25,48.0048,1,48.0048,1,0,0,0
"Urban",2016-03-26,1343327.899495,55640,24.1432045200395,0.689485981308411,0.146243709561467,0.129960460100647,0.0343098490294752
"NCNU",2016-03-26,1183341.5415,48344,24.4775265079431,0.742532682442495,0.127709746814496,0.0987299354625186,0.0310276352804898
"Pullman",2016-03-26,27694.6048,907,30.5342941565601,0.742006615214994,0.0882028665931643,0.128996692392503,0.0407938257993385
"Ellensburg",2016-03-26,18643.6861,865,21.5533943352601,0.773410404624277,0.130635838150289,0.0670520231213873,0.0289017341040462
"Airway Heights",2016-03-26,11696.1147,506,23.1148511857707,0.693675889328063,0.16798418972332,0.0948616600790514,0.0434782608695652
"Urban",2016-03-27,1013637.368533,44463,22.7973229096777,0.703191417583159,0.137485099970762,0.124597980343207,0.034725502102872
"NCNU",2016-03-27,866030.1971,37968,22.8094763247998,0.751580278128951,0.126027180783818,0.0934997892962495,0.0288927517909819
"Pullman",2016-03-27,14729.4728,554,26.5874960288809,0.732851985559567,0.0884476534296029,0.0848375451263538,0.0938628158844765
"Ellensburg",2016-03-27,12527.0334,624,20.0753740384615,0.778846153846154,0.125,0.0737179487179487,0.0224358974358974
"Airway Heights",2016-03-27,6931.1999,326,21.2613493865031,0.668711656441718,0.190184049079755,0.0920245398773006,0.049079754601227
"Urban",2016-03-28,901715.363342,36796,24.505798547179,0.72412762256767,0.1471627350799,0.100608761821937,0.0281008805304924
"NCNU",2016-03-28,777423.8442,32571,23.8685899788155,0.769211875594854,0.125694636332934,0.0784747167725891,0.0266187712996224
"Pullman",2016-03-28,14940.8227,489,30.5538296523517,0.7280163599182,0.134969325153374,0.0879345603271984,0.049079754601227
"Ellensburg",2016-03-28,15167.5851,770,19.6981624675325,0.824675324675325,0.0961038961038961,0.0545454545454545,0.0246753246753247
"Airway Heights",2016-03-28,6201.1954,256,24.22341953125,0.6953125,0.171875,0.11328125,0.01953125
NA,2016-03-28,18.9471,1,18.9471,1,0,0,0
"Urban",2016-03-29,950066.642233,39866,23.8315015861386,0.732453719961872,0.141273265439221,0.0959715045402097,0.0303015100586966
"NCNU",2016-03-29,870064.0114,36600,23.7722407486339,0.776256830601093,0.11931693989071,0.0784153005464481,0.0260109289617486
"Pullman",2016-03-29,17400.644,623,27.9304077046549,0.776886035313002,0.0786516853932584,0.0914927768860353,0.0529695024077047
"Ellensburg",2016-03-29,15739.5327,767,20.5209031290743,0.782268578878748,0.127770534550196,0.0717079530638853,0.0182529335071708
"Airway Heights",2016-03-29,8422.0613,360,23.3946147222222,0.680555555555556,0.163888888888889,0.122222222222222,0.0333333333333333
NA,2016-03-29,12.0971,1,12.0971,1,0,0,0
"Urban",2016-03-30,967082.590233,40849,23.6745719658498,0.730519718964969,0.140199270483978,0.100981664177826,0.0282993463732282
"NCNU",2016-03-30,861837.5176,36073,23.8914844232528,0.770160507859064,0.121475896099576,0.0784520278324509,0.0299115682089097
"Pullman",2016-03-30,19394.0077,639,30.3505597809077,0.708920187793427,0.118935837245696,0.112676056338028,0.0594679186228482
"Ellensburg",2016-03-30,13450.2353,734,18.324571253406,0.839237057220708,0.0994550408719346,0.055858310626703,0.00544959128065395
"Airway Heights",2016-03-30,6998.8505,331,21.1445634441088,0.737160120845921,0.148036253776435,0.0755287009063444,0.0392749244712991
"Urban",2016-03-31,1100950.061532,43459,25.3330739670034,0.705906716675487,0.149888400561449,0.100646586437792,0.0435582963252721
"NCNU",2016-03-31,1063361.6817,39125,27.1785733341853,0.761916932907348,0.126875399361022,0.0818658146964856,0.0293418530351438
"Pullman",2016-03-31,18121.7572,653,27.7515424196018,0.776416539050536,0.10260336906585,0.0658499234303216,0.0551301684532925
"Ellensburg",2016-03-31,17626.8584,792,22.2561343434343,0.821969696969697,0.109848484848485,0.0580808080808081,0.0101010101010101
"Airway Heights",2016-03-31,10628.0627,446,23.8297369955157,0.771300448430493,0.112107623318386,0.0941704035874439,0.0224215246636771
"Urban",2016-04-01,1531399.310098,59496,25.7395339198938,0.708131639101788,0.148178028775044,0.103015328761597,0.0406750033615705
"NCNU",2016-04-01,1898875.7179,56140,33.8239351246883,0.756305664410403,0.132116138225864,0.0831314570716067,0.0284467402921268
"Pullman",2016-04-01,28627.2734,965,29.6655682901554,0.701554404145078,0.0984455958549223,0.118134715025907,0.0818652849740933
"Ellensburg",2016-04-01,22594.4373,1034,21.8514867504836,0.782398452611219,0.126692456479691,0.0754352030947776,0.0154738878143133
"Airway Heights",2016-04-01,16811.4892,645,26.0643243410853,0.747286821705426,0.137984496124031,0.0713178294573643,0.0434108527131783
"Urban",2016-04-02,1435137.297325,59077,24.2926569955313,0.683904057416592,0.153460737681331,0.124346192257562,0.0382890126445148
"NCNU",2016-04-02,1320892.9802,53418,24.7274884907709,0.735370099966304,0.134467782395447,0.0968212961922947,0.0333408214459545
"Pullman",2016-04-02,25272.0749,853,29.6272859320047,0.731535756154748,0.0773739742086753,0.120750293083236,0.0703399765533411
"Ellensburg",2016-04-02,20038.1269,952,21.0484526260504,0.764705882352941,0.123949579831933,0.0861344537815126,0.0252100840336134
"Airway Heights",2016-04-02,14586.1297,598,24.3915212374582,0.660535117056856,0.217391304347826,0.0986622073578595,0.0234113712374582
"Urban",2016-04-03,1103312.748599,47221,23.3648747082654,0.697189809618602,0.139090658817052,0.123567904110459,0.040151627453887
"NCNU",2016-04-03,966808.9315,41083,23.5330655380571,0.754107538397877,0.120731202687243,0.0946133437188131,0.0305479151960665
"Pullman",2016-04-03,19610.6321,726,27.0118899449036,0.707988980716253,0.0895316804407714,0.119834710743802,0.0826446280991736
"Ellensburg",2016-04-03,17291.5646,830,20.8332103614458,0.769879518072289,0.125301204819277,0.0831325301204819,0.0216867469879518
"Airway Heights",2016-04-03,8954.2926,417,21.4731237410072,0.709832134292566,0.148681055155875,0.124700239808153,0.0167865707434053
"Urban",2016-04-04,903697.807594,39056,23.1385141231565,0.722987505120852,0.142103646046702,0.0998822204014748,0.0350266284309709
"NCNU",2016-04-04,834706.4623,34516,24.1831748261676,0.759300034766485,0.125043458106385,0.0844246146714567,0.0312318924556727
"Pullman",2016-04-04,14104.561,467,30.2024860813705,0.728051391862955,0.0963597430406852,0.113490364025696,0.0620985010706638
"Ellensburg",2016-04-04,15884.8349,810,19.6109072839506,0.775308641975309,0.103703703703704,0.0925925925925926,0.0283950617283951
"Airway Heights",2016-04-04,5795.4014,255,22.7270643137255,0.737254901960784,0.156862745098039,0.0941176470588235,0.0117647058823529
NA,2016-04-04,18.9471,1,18.9471,1,0,0,0
"Urban",2016-04-05,994965.831292,42734,23.2827685517855,0.730308419525436,0.147821406842327,0.0927598633406655,0.0291103102915711
"NCNU",2016-04-05,942913.6244,39107,24.1111213951467,0.761423786022963,0.129746592681617,0.0790906998747027,0.0297389214207175
"Pullman",2016-04-05,19508.8137,647,30.1527259659969,0.737248840803709,0.108191653786708,0.0680061823802164,0.0865533230293663
"Ellensburg",2016-04-05,17771.914,849,20.9327608951708,0.778563015312132,0.130742049469965,0.0671378091872792,0.0235571260306243
"Airway Heights",2016-04-05,8256.5927,365,22.6208019178082,0.783561643835616,0.104109589041096,0.0986301369863014,0.0136986301369863
"Urban",2016-04-06,999121.260492,42699,23.3991723574791,0.727019368135085,0.14887936485632,0.0934448113538959,0.0306564556546992
"NCNU",2016-04-06,933837.0867,38939,23.9820510721898,0.760343100747323,0.127198952207299,0.0810755283905596,0.0313824186548191
"Pullman",2016-04-06,19631.3602,652,30.1094481595092,0.696319018404908,0.116564417177914,0.098159509202454,0.0889570552147239
